Identifiant,target,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
455,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7200,2,1980,0,   .,62193
8580,1,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2500,4,,0,   .,6123
5167,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3140,1,1980,0,   .,43157
2209,1,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2186,4,1980,0,   .,6159
18940,1,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1200,2,1980,0,5,13001
17832,1,2012,"0,964480874",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3580,1,1974,0,4,13056
19427,1,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2500,2,2000,0.6,7,31555
5400,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,605,2,,0,   .,69264
2282,0,2014,"0,471232877",0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,465,2,1980,0,   .,62917
13932,0,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,412,4,1960,0,3,6088
9962,0,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3890,2,1995,0,4,90099
7824,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910,2,1988,0,   .,59295
9584,0,2013,"0,284931507",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2450,1,1975,0.3,4,74056
2756,1,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2200,2,1980,0,   .,38416
5042,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400,2,1960,0,   .,13208
7264,1,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,1800,1,1988,0,   .,86062
3826,0,2013,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,4,,0,   .,6088
3827,0,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2060,2,1970,0.3,3,13001
7041,0,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1960,0,   .,83062
11135,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650,2,1980,0,   .,62160
17812,0,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1800,3,1950,0.3,4,59512
15870,0,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,eff,2,225,3,1950,0.3,2,92020
18493,0,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1975,4,1900,0,8,75108
9693,1,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,1960,0,   .,13206
8684,0,2013,1,0,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,4,,0,   .,75119
8628,0,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,,0,   .,31079
1510,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,938,2,1960,0,   .,21231
815,0,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,375,3,,0,   .,33069
13942,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,140,2,1960,0,   .,38408
6302,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250,1,1988,0,   .,74056
6938,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,16859,2,1980,0,   .,13213
14872,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,3,1960,0,   .,64483
12418,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2450,2,1960,0,   .,13206
5356,1,2014,"0,41369863",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,662,3,1960,0,   .,92004
8523,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,4,,0,   .,6029
11519,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,1980,0,   .,30047
5487,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850,1,1980,0,   .,5110
11762,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420,1,1960,0,   .,74159
15860,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3350,1,1997,0,5,42149
17975,0,2012,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,850,3,1945,0,5,2B033
14015,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3930,2,1960,0,   .,14118
16676,0,2016,"0,99726776",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,4392,3,1970,0,4,92032
6936,0,2015,"0,457534247",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,2,1960,0,   .,34172
12176,1,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,4,1960,0,   .,6012
8468,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,480,4,1940,0.6,3,6159
18989,0,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1120,2,1955,0,3,77183
10629,0,2013,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,600,1,1960,0,2,73064
10052,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,960,2,,0,   .,13206
368,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,580,2,1980,0,   .,65440
16695,0,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1320,3,1900,0,5,94067
8069,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,432,3,,0,   .,59350
13686,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,516,3,1960,0,   .,33063
2775,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,210,1,1960,0,   .,13042
13465,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1186,2,1988,0,   .,83107
12938,1,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1880,3,1960,0,   .,92026
9384,0,2015,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8,1,,0,   .,13053
18938,0,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3286,2,2012,0,5,83090
17221,0,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2500,3,1950,0,8,94068
10054,0,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,370,2,1960,0,3,13209
681,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,100,4,,0,   .,75112
15760,0,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,378,2,1950,0,2,78172
16980,1,2016,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,3780,4,1953,0,7,6088
5141,1,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3800,1,1988,0,   .,74220
1351,0,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,285,2,,0,   .,69201
15771,0,2015,1,1,V,N,2,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,effpi,2,850,4,1991,0,7,75115
17572,1,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1957,3,1950,0,4,94041
319,1,2013,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3910,1,1960,0,5,63075
3272,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1980,0,   .,66136
8706,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450,1,1960,0.3,3,73267
17002,0,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,300,1,1950,0.3,3,7102
2560,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,720,2,1960,0,   .,13203
16925,1,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,950,2,1976,0,4,64122
15909,0,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,1100,2,1989,0.3,4,83126
3864,1,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,2450,3,1870,0,4,54395
4286,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1592,2,1980,0,   .,4126
1034,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2800,1,1980,0,   .,74042
11557,1,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,4,1960,0,   .,75109
9543,0,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,2,1960,0,   .,13202
7976,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320,1,,0,   .,42094
18931,0,2013,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1650,1,1967,0,6,10297
13682,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,3,1960,0,   .,33063
5246,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,1,1980,0,   .,21054
1808,1,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1075,1,1988,0,3,88075
16196,0,2012,1,1,V,N,3,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,2057,3,1970,0,5,92064
259,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3950,1,1980,0,   .,63113
13864,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,540,2,1960,0,   .,68224
217,0,2013,"0,846575342",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,500,2,1940,0.3,4,13201
17126,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1750,2,1980,0,2,83036
15799,0,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,650,2,1900,0,5,13201
9246,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,804,2,,0,   .,59295
17773,0,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2700,1,2011,0,3,35284
8086,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,,0,   .,62048
7222,1,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2100,2,1900,0.3,8,13207
189,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,792,3,1980,0,   .,83137
8573,0,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2200,4,1980,0,6,6004
803,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,975,1,1988,0,   .,86194
158,0,2013,"0,482191781",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,295,1,1910,0,2,33009
8737,0,2013,"0,375342466",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2123,4,,0,   .,6088
216,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1837,2,1980,0,   .,14118
10859,0,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,1,400,1,1965,0,3,15012
10066,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,764,2,1980,0,   .,83129
8703,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1180,4,1980,0,   .,6029
18874,1,2013,"0,832876712",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,3170,3,1900,0,7,94067
18762,0,2014,1,1,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1125,3,1900,0,5,67482
12060,1,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,18270,4,1967,0,>=10,75113
11512,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,990,2,1980,0,   .,60159
13217,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4260,1,1980,0,   .,71543
13881,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,2,1960,0,   .,13203
8472,1,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,783,4,,0,   .,6159
4389,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,,0,   .,95197
12576,0,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,914,1,1980,0,   .,43157
4261,0,2014,"0,493150685",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,814,4,,0,   .,75109
7812,1,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10100,2,1960,0,   .,83069
13370,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,380,4,1960,0,   .,6012
3673,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2079,2,1988,0,   .,14341
14006,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,840,2,1988,0,   .,67180
18320,0,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,2600,4,1979,1,4,6088
14288,0,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,1,1960,0,   .,35238
8650,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,4,,0,   .,75102
11163,0,2016,"0,177595628",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,730,2,1960,0,   .,13208
4433,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1418,3,1960,0,   .,92004
11536,0,2013,"0,493150685",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2056,4,1988,0,   .,75113
4137,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,573,1,1960,0.6,3,74225
11716,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,600,2,1850,0,3,26108
12786,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3357,2,1988,0,   .,34003
4653,0,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,4,1960,0,   .,75110
9651,0,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,2,1960,0,   .,13204
6295,1,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,981,4,1900,0,5,75118
12142,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2500,2,2005,0,4,38337
15213,0,2016,"0,99726776",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,11760,3,1987,0.3,3,92063
5882,0,2012,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,290,1,1959,0,4,74256
5039,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,2,1960,0,   .,13201
17329,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,960,2,2008,0,3,77470
7237,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,1,1988,0,   .,13056
6481,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1920,2,1960,0,6,13001
13719,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1759,3,1960,0,   .,92026
1160,0,2014,"0,082191781",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6320,1,1980,0,   .,86194
13603,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,234,3,1960,0,   .,33063
7352,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,2,1960,0,   .,13203
7575,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,230,3,1994,0.6,2,93053
11490,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1672,2,1988,0,   .,38517
4822,0,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1802,4,1900,0,9,75118
18975,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1560,2,2006,0,2,64430
19442,0,2014,"0,843835616",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,300,1,1900,0.6,2,1305
19164,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,400,3,1930,0.3,3,59350
8600,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,245,4,,0,   .,6029
15510,0,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800,1,2009,0,5,63075
9162,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1179,3,,0,   .,92048
2524,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,3,1960,0,   .,54395
15266,1,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,450,2,1977,0,4,83009
2656,0,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1130,2,1960,0,   .,51454
6841,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900,1,1960,0,   .,71270
310,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,445,2,1960,0,   .,62193
18797,0,2012,"0,43442623",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1972,2,1999,0,4,95197
2800,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4429,2,1980,0,   .,68278
15472,1,2012,1,1,V,N,3,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,1460,4,1900,0,6,75116
18577,0,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2100,2,2011,0,4,80228
3588,0,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1170,1,1972,0,5,5177
15600,0,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1500,3,1960,0.3,4,2A004
11651,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1660,4,,0,   .,6029
12006,1,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1100,4,1960,0,5,6029
18146,0,2014,1,0,V,N,3,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,815,2,1800,0.6,3,68067
5802,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,720,2,1960,0,   .,26362
19960,0,2016,"0,237704918",1,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1000,1,1976,0,4,19031
12621,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,2,1980,0,   .,83130
5902,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4250,1,1980,0,   .,42186
10355,0,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,870,2,1960,0,3,83098
17670,1,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1956,2,1960,0,4,83009
3100,0,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,3612,2,1959,0,9,26362
6476,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,380,1,1960,0,5,63470
8312,1,2013,"0,578082192",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,4,,0,   .,6011
14192,0,2012,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3693,2,1980,0,   .,13001
12439,1,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,16250,1,1960,0,5,13056
3739,1,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5873,2,1970,0,>=10,13209
17544,0,2014,"0,665753425",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,865,3,1970,0,5,92063
8633,0,2012,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,2,,0,   .,34145
13816,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,800,2,1960,0,3,13211
15408,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1567,1,1890,0.3,3,21054
1660,0,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,3,1960,0,   .,83137
5016,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,2001,V,   .,
12236,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1060,1,,0,   .,12300
8230,1,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1095,3,,0,   .,2B033
16162,0,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4500,2,2006,0.6,2,31561
1460,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,690,2,1900,0,5,13206
7993,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,465,2,1980,0,   .,83126
13119,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,1,1988,0,   .,86041
563,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,300,3,,0,   .,94002
119,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,528,1,1960,0.3,4,85194
627,0,2016,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1126,4,,0,   .,75115
4680,1,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,1887,1,2000,0,4,74164
11942,0,2013,"0,084931507",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6184,3,1980,0,   .,64445
18263,0,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,1700,4,1910,0,8,75114
17577,1,2014,"0,665753425",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2880,3,1960,0,7,92025
9473,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850,2,1960,0,   .,51454
11948,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400,1,1980,0,   .,13119
3921,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,330,1,1960,0,   .,91174
4336,0,2014,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,2289,2,1997,0,4,83034
17379,0,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,564,2,1960,0,2,13205
13687,1,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1463,3,1960,0,   .,33063
1416,0,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,500,2,1900,0.6,5,13201
3832,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8500,2,1980,0,   .,14117
16712,0,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3936,2,2008,0,4,77449
10332,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1000,2,1978,0.6,3,66136
3745,0,2012,"0,051912568",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1450,3,1960,0,   .,83137
1301,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1880,3,1960,0,   .,67482
1577,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850,1,,0,   .,73920
17833,1,2012,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,750,1,1900,0,4,86194
743,0,2013,"0,194520548",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,1,1960,0,   .,12145
8692,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1700,4,,0,   .,6029
7110,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1617,3,1988,0,   .,64189
4993,0,2013,"0,123287671",0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,1372,2,,0,   .,29232
8581,0,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2500,4,,0,   .,6123
13994,0,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,999,2,2007,0.6,3,66130
10393,1,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2672,2,1980,0,3,83062
8105,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,,0,   .,59378
4155,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650,1,1960,0,   .,91174
17169,0,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,eff,2,1114,3,1990,0,4,67482
4152,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5214,1,1980,0,   .,74056
13445,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1960,0,   .,13216
10902,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,3,1960,0,   .,92048
